 q-point No.           q_x           q_y           q_z  q-path length
          28      21.447966     134.761545     715.427141      88.701621
          29      21.467520     134.884403     716.079377      88.782487
          30      21.534457     135.304984     718.312170      89.059318
          31      25.928877     162.915940     864.894248     107.233172
          32      26.228494     164.798484     874.888367     108.472284
          33      27.443136     172.430310     915.404492     113.495641
          34      27.831540     174.870719     928.360228     115.101947
          35      27.933846     175.513527     931.772788     115.525050
          36      28.298285     177.803365     943.929166     117.032248
          37      31.807558     199.852779    1060.985924     131.545430
          38      33.028732     207.525641    1101.719901     136.595797
          39      36.186358     227.365592    1207.046979     149.654685
          40      36.506388     229.376397    1217.722016     150.978220
          41      36.713919     230.680352    1224.644500     151.836498
          42      36.893863     231.810976    1230.646798     152.580688
--
 q-point No.           q_x           q_y           q_z  q-path length
          36      0.394737      0.500000      0.000000       0.148442
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       1.740783      10.937663      58.066276       7.199297
           2       3.239197      20.352473     108.047972      13.396235
           3       5.359922      33.677385     178.787762      22.166847
           4       5.990687      37.640597     199.827814      24.775480
           5       6.221802      39.092737     207.536987      25.731295
